dicountPercentage,price,_createdAt,_rev,_type,description,_id,isNew,productImage._type,productImage.asset._ref,_updatedAt,tags,title,grants,members,maximum,preferShorter,days,sha1hash,url,path,uploadId,extension,metadata.isOpaque,metadata.blurHash,metadata._type,metadata.palette.vibrant.title,metadata.palette.vibrant.population,metadata.palette.vibrant.background,metadata.palette.vibrant._type,metadata.palette.vibrant.foreground,metadata.palette.dominant.background,metadata.palette.dominant._type,metadata.palette.dominant.foreground,metadata.palette.dominant.title,metadata.palette.dominant.population,metadata.palette._type,metadata.palette.darkMuted.population,metadata.palette.darkMuted.background,metadata.palette.darkMuted._type,metadata.palette.darkMuted.foreground,metadata.palette.darkMuted.title,metadata.palette.muted.title,metadata.palette.muted.population,metadata.palette.muted.background,metadata.palette.muted._type,metadata.palette.muted.foreground,metadata.palette.lightVibrant.background,metadata.palette.lightVibrant._type,metadata.palette.lightVibrant.foreground,metadata.palette.lightVibrant.title,metadata.palette.lightVibrant.population,metadata.palette.darkVibrant._type,metadata.palette.darkVibrant.foreground,metadata.palette.darkVibrant.title,metadata.palette.darkVibrant.population,metadata.palette.darkVibrant.background,metadata.palette.lightMuted.background,metadata.palette.lightMuted._type,metadata.palette.lightMuted.foreground,metadata.palette.lightMuted.title,metadata.palette.lightMuted.population,metadata.hasAlpha,metadata.lqip,metadata.dimensions._type,metadata.dimensions.width,metadata.dimensions.aspectRatio,metadata.dimensions.height,mimeType,size,assetId,originalFilename
30,260,2025-02-06T12:53:34Z,RYqM7hKAs92s8imPV8lyiO,product,"Welcome to BoldNest—where fearless design meets comfort and creativity. Crafted for those who embrace individuality and bold expressions, BoldNest is more than just a piece of furniture; it’s a statement. With its striking design, exceptional comfort, and modern aesthetics, BoldNest is perfect for anyone looking to add a unique touch to their home or office.

The BoldNest collection combines daring colors, dynamic shapes, and high-quality materials to create an environment where style and comfort coexist in perfect harmony. Whether it’s a chair, sofa, or accent piece, each item is designed to stand out while offering a welcoming space for relaxation and enjoyment.

Its sturdy construction and thoughtful design ensure that BoldNest not only makes a bold visual impact but also provides lasting durability. Perfect for those who are looking to break away from the ordinary and make their home a reflection of their bold personality, BoldNest is an ideal choice for creating an energetic and unique atmosphere.

Key Features:

Bold and unique design that adds personality to any space
High-quality materials for comfort, durability, and style
Available in a variety of striking colors and patterns
Perfect for modern homes and offices that embrace creativity
Versatile design that complements contemporary and eclectic decor
Transform your home into a space that reflects your bold, unique style with BoldNest—where standout design and comfort meet.",RYqM7hKAs92s8imPV8lyma,false,image,image-75ef174ddda5862f2b2e869b169d8c0fbc7ce15b-4160x4160-jpg,2025-02-06T12:53:34Z,"[""bold "",""nest "",""furniture "",""modern "",""contemporary""]",Bold Nest,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
30,320,2025-02-06T12:53:25Z,UIB8akLS2mc7xGW1IxgBCN,product,"Introducing TimberCraft—a collection that celebrates the timeless beauty of wood craftsmanship and the art of nature’s finest materials. Inspired by the rustic charm and durability of natural wood, TimberCraft brings warmth, character, and a touch of handcrafted elegance to any space. Perfect for those who value authenticity and sustainability, this collection combines the strength of timber with refined design, making it the ideal choice for modern and traditional homes alike.

Each piece in the TimberCraft collection is meticulously crafted to highlight the unique grains and textures of the wood, bringing an organic, earthy feel to your space. Whether you're looking for furniture, decor, or accents, TimberCraft offers a variety of beautifully designed pieces that blend rustic appeal with contemporary sophistication. The collection is designed to stand the test of time, with materials chosen for their durability and lasting beauty.

TimberCraft is perfect for those who appreciate quality, craftsmanship, and the enduring beauty of wood. From striking tables and chairs to decorative accessories, this collection adds a natural elegance to any room, transforming your living area into a warm and welcoming retreat.

Key Features:

Made from high-quality, sustainable timber for durability and lasting appeal
Rustic yet refined design that complements both modern and traditional interiors
Unique wood grains and textures that bring natural beauty to your space
Expert craftsmanship that highlights the authenticity of each piece
Perfect for creating a cozy, earthy atmosphere in any room
Bring the timeless charm of nature into your home with TimberCraft—where the beauty of wood meets masterful craftsmanship, creating lasting pieces that stand out in both style and substance.",UIB8akLS2mc7xGW1IxgBDd,false,image,image-35a8072e40a8b80142ff8e96e0f3af21811f5b9f-3264x4928-jpg,2025-02-06T12:53:25Z,"[""wooden "",""craftsmanship "",""furniture "",""modern "",""nature inspired""]",Timber Craft,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
30,250,2025-02-06T12:54:10Z,UIB8akLS2mc7xGW1IxgBzR,product,"Introducing the Bed—your sanctuary for rest and relaxation, designed with both comfort and style in mind. This timeless piece is crafted to transform your bedroom into a peaceful retreat, offering a perfect balance of support, elegance, and durability. Whether you're outfitting a master bedroom or a guest room, the Bed ensures that every night is filled with restful sleep and every morning starts with ease.

Constructed from high-quality materials, the Bed provides both sturdy support and luxurious comfort. The frame features sleek lines and a minimalist design, making it an ideal choice for a variety of interior styles, from modern to traditional. The soft yet supportive surface ensures that you can unwind in ultimate comfort, while the sturdy foundation provides long-lasting durability.

Designed for those who appreciate both aesthetics and practicality, the Bed is a versatile addition to any bedroom. Its clean design, quality craftsmanship, and functional features create an inviting space where you can rest, recharge, and enjoy your most restful nights.

Key Features:

High-quality construction for durability and long-lasting support
Sleek, minimalist design that fits into a wide range of bedroom styles
Comfortable and supportive surface for a restful night's sleep
Perfect for master bedrooms, guest rooms, or smaller spaces
Built with attention to detail for both beauty and practicality
Transform your bedroom into a restful haven with the Bed—where style, comfort, and functionality meet to create the ultimate space for relaxation and rejuvenation.",UIB8akLS2mc7xGW1IxgC0h,true,image,image-b6551d6252d30e222875fbcd5d91c6edca324a1d-3518x3238-jpg,2025-02-06T12:54:10Z,"[""bed "",""furniture "",""sleep "",""cozy "",""modern""]",Bed,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
0,200,2025-02-06T12:54:25Z,UIB8akLS2mc7xGW1IxgCYf,product,"Introducing The Lucky Lamp—a unique blend of charm, elegance, and positive energy designed to illuminate your home and bring good fortune into your life. This beautifully crafted lamp isn’t just a light source, it’s a symbol of prosperity and warmth, making it the perfect addition to any space that needs a touch of light and positivity.

The Lucky Lamp features a stunning design that combines modern aesthetics with a timeless appeal. Its soft glow creates a calming atmosphere, while its symbolic design is said to attract good luck, success, and harmony. Whether placed on a bedside table, desk, or living room console, The Lucky Lamp adds a touch of magic and tranquility to your surroundings.

Crafted with high-quality materials and attention to detail, The Lucky Lamp is not only a functional lighting solution but also a decorative piece that enhances your space. Its versatile design complements various decor styles, from contemporary to traditional, making it an ideal fit for any room in your home or office.

Perfect for gifting or adding a touch of positivity to your own home, The Lucky Lamp is a thoughtful way to spread good energy and light wherever it goes.

Key Features:

Unique design that symbolizes good luck, prosperity, and harmony
Soft, warm light that creates a calming atmosphere
High-quality materials for durability and lasting appeal
Versatile and stylish design that complements any decor
Ideal for gifting or personal use
Bring good fortune and illumination into your life with The Lucky Lamp—where light meets positivity and timeless design.",UIB8akLS2mc7xGW1IxgCZv,false,image,image-c10750f3c15f8807251977fe5e042b0a6cee55ab-305x375-png,2025-02-06T12:54:25Z,"[""lamp "",""lucky "",""decor "",""lighting "",""vintage""]",The Lucky Lamp,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
60,350,2025-02-06T12:54:44Z,UIB8akLS2mc7xGW1IxgD2r,product,"Step into comfort and tranquility with SereneSeat—a chair designed to provide not only a place to sit, but an experience of relaxation and calm. Whether you're unwinding after a long day or looking to enhance your home with a touch of elegance, SereneSeat offers the perfect combination of style, comfort, and serenity.

Crafted with ergonomic precision and luxurious materials, SereneSeat cradles your body with supportive cushioning and a design that promotes relaxation. Its sleek, minimalist form fits seamlessly into any space, making it ideal for living rooms, bedrooms, home offices, or reading nooks. The soft, inviting fabrics and sturdy construction ensure that every moment spent in the SereneSeat is one of pure comfort.

Designed with both aesthetics and functionality in mind, SereneSeat brings a peaceful yet modern touch to any room. Its neutral tones and clean lines complement a variety of decor styles, making it easy to incorporate into your existing home or office setup. Whether you're looking for a quiet spot to read, meditate, or simply relax, the SereneSeat is your go-to choice for a serene and stylish seating experience.

Key Features:

Ergonomic design for optimal comfort and support
High-quality materials for durability and lasting comfort
Sleek, minimalist style that complements various decor styles
Ideal for creating a peaceful and relaxing atmosphere
Perfect for use in living rooms, bedrooms, or offices
Transform your home into a sanctuary of relaxation and style with SereneSeat—where comfort meets elegance in every seat.",UIB8akLS2mc7xGW1IxgD47,false,image,image-19920122d503e8a40aa994d43f5f090547b48e9d-3777x5990-jpg,2025-02-06T12:54:44Z,"[""serene "",""seat "",""comfort "",""relaxing "",""furniture""]",Serene Seat,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
0,480,2025-02-06T12:54:59Z,UIB8akLS2mc7xGW1IxgG33,product,"Introducing ModernSerenity—a collection that redefines contemporary living by combining tranquility and style in perfect harmony. Designed for those who seek balance, simplicity, and elegance, ModernSerenity transforms any space into a peaceful retreat, offering a serene atmosphere that promotes relaxation and well-being.

The essence of ModernSerenity lies in its minimalist approach, where clean lines, neutral tones, and soothing textures create an environment that invites calmness and clarity. Whether you're furnishing your living room, bedroom, or office, each piece in the ModernSerenity collection is designed to elevate your space while maintaining an effortless, uncluttered aesthetic.

Crafted with the finest materials, ModernSerenity products are built to last and are designed with both beauty and practicality in mind. From soft, inviting fabrics to sleek, functional shapes, every detail has been thoughtfully considered to enhance your lifestyle. With a focus on smart design, ModernSerenity delivers a timeless sense of peace and elegance, making it the ideal choice for anyone looking to create a sophisticated, serene home.

Key Features:

Sleek, minimalist design for a calm and tranquil environment
High-quality materials for durability and comfort
Neutral tones and soft textures that complement any decor
Perfect for creating a serene, modern living space
Ideal for individuals seeking balance and relaxation in their home or office
Transform your space with ModernSerenity—where contemporary design meets peaceful living. Create a home that reflects your sense of style and inner calm.",UIB8akLS2mc7xGW1IxgG4J,true,image,image-9074eb33bece6914927f6e78eb520d7b0695f77c-3715x2362-jpg,2025-02-06T12:54:59Z,"[""modern "",""serenity "",""peaceful "",""contemporary "",""furniture""]",Modern Serenity,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.administrator,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,"[{""filter"":""_id in path(\""**\"")"",""permissions"":[""history"",""read"",""update"",""create""]},{""filter"":""(_id in path(\""**\"")) && _id in path(\""drafts.**\"")"",""permissions"":[""history"",""read"",""update"",""create""]}]","[""p1jiCPYum""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.create-session,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,[],[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.public,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,"[{""filter"":""_id in path(\""*\"")"",""permissions"":[""read""]}]","[""everyone""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.read,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,[],[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.sanity.contributor,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,"[{""filter"":""_id in path(\""**\"")"",""permissions"":[""history"",""read""]},{""filter"":""(_id in path(\""**\"")) && _id in path(\""drafts.**\"")"",""permissions"":[""history"",""read"",""update"",""create""]}]",[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.sanity.developer,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,"[{""filter"":""_id in path(\""**\"")"",""permissions"":[""history"",""read"",""update"",""create""]},{""filter"":""(_id in path(\""**\"")) && _id in path(\""drafts.**\"")"",""permissions"":[""history"",""read"",""update"",""create""]}]","[""p-03PeBq7bhaC7""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.sanity.editor,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,"[{""filter"":""_id in path(\""**\"")"",""permissions"":[""history"",""read"",""update"",""create""]},{""permissions"":[""history"",""read"",""update"",""create""],""filter"":""(_id in path(\""**\"")) && _id in path(\""drafts.**\"")""}]",[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.sanity.viewer,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,"[{""filter"":""_id in path(\""**\"")"",""permissions"":[""history"",""read""]},{""filter"":""(_id in path(\""**\"")) && _id in path(\""drafts.**\"")"",""permissions"":[""history"",""read""]}]",[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,t7KZpvJoWUXDJRJUvBHkPD,system.group,undefined,_.groups.write,undefined,null,null,2025-02-06T13:00:20Z,undefined,undefined,[],[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T11:38:09Z,UIB8akLS2mc7xGW1IxIwGh,system.retention,undefined,_.retention._maximum_project,undefined,null,null,2025-02-06T11:38:09Z,undefined,undefined,undefined,undefined,true,true,90,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined
undefined,undefined,2025-02-06T12:54:57Z,93FzKd3mJ0Uv0VGjlYwfie,sanity.imageAsset,undefined,image-09ddef74e0be13da2648ecead6504e317ce47847-6000x4000-jpg,undefined,null,null,2025-02-06T12:54:57Z,undefined,undefined,undefined,undefined,undefined,undefined,undefined,09ddef74e0be13da2648ecead6504e317ce47847,https://cdn.sanity.io/images/heprv8oo/production/09ddef74e0be13da2648ecead6504e317ce47847-6000x4000.jpg,images/heprv8oo/production/09ddef74e0be13da2648ecead6504e317ce47847-6000x4000.jpg,t7lUgG7r2oQLUW5aAJ7sJdjGioKwfI5j,jpg,true,VmI#x_fQD%ofWB~qWBM{ofWBofj[t7j[ofWBt7t7j[j[,sanity.imageMetadata,#fff,0,#7f7f7f,sanity.imagePaletteSwatch,#fff,#888888,sanity.imagePaletteSwatch,#fff,#fff,7.44,sanity.imagePalette,3.93,#444444,sanity.imagePaletteSwatch,#fff,#fff,#fff,7.44,#888888,sanity.imagePaletteSwatch,#fff,#bcbcbc,sanity.imagePaletteSwatch,#000,#fff,0,sanity.imagePaletteSwatch,#fff,#fff,0,#424242,#bcbcbc,sanity.imagePaletteSwatch,#000,#fff,4.81,false,"data:image/jpeg;base64,/9j/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKChMoGhYaKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCj/wAARCAANABQDASIAAhEBAxEB/8QAGAAAAwEBAAAAAAAAAAAAAAAAAAYHAwj/xAAiEAABAwQCAgMAAAAAAAAAAAADAQIEAAYREgUhExUxMlH/xAAUAQEAAAAAAAAAAAAAAAAAAAAA/8QAFBEBAAAAAAAAAAAAAAAAAAAAAP/aAAwDAQACEQMRAD8AdLOuLyrI9oQbfGTpydZSnOdc3DpGIqzB/GK5uLzMiI1jxY1KzZzV/c1jJuWSQWqiGiLQUTl7040U8jN3pr19aKncPE4SmPndXY6ooP/Z",sanity.imageDimensions,6000,1.5,4000,image/jpeg,2912611,09ddef74e0be13da2648ecead6504e317ce47847,f2cbf9394a4dd9169f9b76d4bf912128fefe482c-6000x4000.jpg
undefined,undefined,2025-02-06T12:54:43Z,93FzKd3mJ0Uv0VGjlYwZI0,sanity.imageAsset,undefined,image-19920122d503e8a40aa994d43f5f090547b48e9d-3777x5990-jpg,undefined,null,null,2025-02-06T12:54:43Z,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19920122d503e8a40aa994d43f5f090547b48e9d,https://cdn.sanity.io/images/heprv8oo/production/19920122d503e8a40aa994d43f5f090547b48e9d-3777x5990.jpg,images/heprv8oo/production/19920122d503e8a40aa994d43f5f090547b48e9d-3777x5990.jpg,KEv9ic00jjDI14DYMVppmThPajclMxEi,jpg,true,diL;a5sS%MayoLaeRjWB_NtRNGt7%MbbozozWBayoeWB,sanity.imageMetadata,#fff,0.03,#a56448,sanity.imagePaletteSwatch,#fff,#634838,sanity.imagePaletteSwatch,#fff,#fff,5.51,sanity.imagePalette,5.51,#634838,sanity.imagePaletteSwatch,#fff,#fff,#fff,5.05,#a8785e,sanity.imagePaletteSwatch,#fff,#f6ebe5,sanity.imagePaletteSwatch,#000,#000,0.44,sanity.imagePaletteSwatch,#fff,#fff,0.19,#3e2413,#c6bdb2,sanity.imagePaletteSwatch,#000,#fff,1.67,false,"data:image/jpeg;base64,/9j/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKChMoGhYaKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCj/wAARCAAgABQDASIAAhEBAxEB/8QAGwAAAQUBAQAAAAAAAAAAAAAAAAMFBgcIAgT/xAAnEAACAQMDAwMFAAAAAAAAAAABAgMABBEFEiEGBzETIkEUI3GBsf/EABUBAQEAAAAAAAAAAAAAAAAAAAMC/8QAGxEAAgEFAAAAAAAAAAAAAAAAAAMRARITIUH/2gAMAwEAAhEDEQA/AL4XU7W4TcsijPwTSVzLDEAZpY41bwWYDNZ76qubo29qRNIn3MexiM133M1cXdnpdpDdO8lvHukAbgEjj90Km5ODPTh6aGhijljDxurqfBU5FFRTs/a3Nr0Dp63jMZH3Se484J4opQSIdZ9vUaVfpNS2CIhhDOc5/FMGidvtauddglubmxe0D7nI+ceBg+avTWNNS6ViygORgNjkUwR9P84lu52A+Adv8qLYroS+abPXHDrsEaxQz2HpqML7CMCil0haJFRXbCjAyc0VcESf/9k=",sanity.imageDimensions,3777,0.6305509181969949,5990,image/jpeg,1461956,19920122d503e8a40aa994d43f5f090547b48e9d,a5297807a7867f45a3156b257aad1cc88e24116b-3777x5990.jpg
undefined,undefined,2025-02-06T12:55:07Z,93FzKd3mJ0Uv0VGjlYwr0y,sanity.imageAsset,undefined,image-1d164807717fdbc56142a73f3dec82fea98d12e5-3902x5853-jpg,undefined,null,null,2025-02-06T12:55:07Z,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1d164807717fdbc56142a73f3dec82fea98d12e5,https://cdn.sanity.io/images/heprv8oo/production/1d164807717fdbc56142a73f3dec82fea98d12e5-3902x5853.jpg,images/heprv8oo/production/1d164807717fdbc56142a73f3dec82fea98d12e5-3902x5853.jpg,5r9Pw7oewh4MTpJJ93o7dYO8ISCUW6AZ,jpg,true,dqLz~qtRD%jZ_Ns:RPRji^IUt7aex]WBt7kCxuRjM{ay,sanity.imageMetadata,#fff,0,#a46c1c,sanity.imagePaletteSwatch,#fff,#9b7c56,sanity.imagePaletteSwatch,#fff,#fff,7.42,sanity.imagePalette,1.71,#4a3c26,sanity.imagePaletteSwatch,#fff,#fff,#fff,7.42,#9b7c56,sanity.imagePaletteSwatch,#fff,#ebfcf8,sanity.imagePaletteSwatch,#000,#000,1.72,sanity.imagePaletteSwatch,#fff,#fff,1.19,#294b1e,#c9c0b7,sanity.imagePaletteSwatch,#000,#fff,1.49,false,"data:image/jpeg;base64,/9j/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKChMoGhYaKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCj/wAARCAAeABQDASIAAhEBAxEB/8QAGwAAAQQDAAAAAAAAAAAAAAAAAAMFBwgCBAb/xAAoEAACAQQBBAEDBQAAAAAAAAABAgMABAURBhITIUEHFBUxMmFxgZH/xAAYAQACAwAAAAAAAAAAAAAAAAACAwAEBf/EAB4RAAEDBQEBAAAAAAAAAAAAAAABAhEDBBQhURNh/9oADAMBAAIRAxEAPwCdPj7oXidlI3hVi2acxl7VngR9x94FkLeNge65b42ysN3wKzJ2pkjK6A3r+aU5FjLXLYloFyHanit3ijb9OiR+TQLrSE+m9Ly/j6SujZO3VlJBBb3RVP8ALP8Aab+WxmlkuZoT0PImyC37Gikq+rwr+j+Fj5+V4LiNnI2PuY4kI12teP6FNuL+SZOSY66SHHrLo6MieNbqv/HcLNm5Fmv7pmjPnpBO/wDal3jePhxdmyWwKqR6oKl1CwaDLZHJIji7G2iS4+ptW7jzM/mIe6KyuprkzN0zECil5Lg8Vh//2Q==",sanity.imageDimensions,3902,0.6666666666666666,5853,image/jpeg,3299869,1d164807717fdbc56142a73f3dec82fea98d12e5,81371b169cddd7e54a21383d32ce6f85641813ba-3902x5853.jpg
